"Batch_id";"Production_date";"Product_ID";"Production_line";"Shift";"Planned_output_kg";"Actual_output_kg";"Waste_kg";"Operation_minutes"
"3132IE";"2025-07-17";10019;"Line 3";"NS";1408.0;1326.2;82.2;479
"3132KE";"2025-03-29";10001;"Line 1";"DS";2045.2;1920.1;142.8;520
"3132YF";"2025-10-02";10001;"Line 1";"DS";1749.9;1618.6;132.5;476
"3133KK";"2025-04-24";10018;"Line 1";"DS";2438.0;2263.5;190.9;381
"3133VM";"2025-02-03";10002;"Line 1";"DS";2263.9;2109.0;160.0;501
"3134OQ";"2025-05-14";10001;"Line 1";"DS";1640.7;1494.6;149.0;344
"3134TI";"2025-04-22";10007;"Line 3";"DS";1657.6;1574.2;103.2;380
"3135KT";"2025-01-15";10007;"Line 3";"NS";1939.1;1771.3;170.1;470
"3135LY";"2025-03-24";10001;"Line 1";"AS";2019.2;1819.1;211.6;521
"3135XO";"2025-07-19";10001;"Line 1";"AS";2215.1;1994.9;237.7;439
"3135YN";"2025-03-29";10001;"Line 1";"DS";2382.4;2209.0;192.4;425
"3136BG";"2025-07-22";10012;"Line 1";"DS";1848.2;1751.0;109.1;353
"3136LW";"2025-02-26";10001;"Line 1";"DS";1830.4;1739.1;108.4;483
"3136MB";"2025-12-09";10005;"Line 2";"AS";2326.0;2187.5;151.4;403
"3136OP";"2025-09-05";10003;"Line 1";"AS";2101.0;2080.0;21.7;444
"3136PN";"2025-07-24";10012;"Line 1";"AS";1570.0;1554.3;26.4;468
"3137UD";"2025-06-04";10001;"Line 1";"NS";2167.3;2047.8;135.0;459
"3138HZ";"2025-08-24";10015;"Line 1";"AS";2004.2;1876.0;136.0;433
"3139IY";"2025-07-05";10009;"Line 1";"NS";1205.3;1150.0;70.7;392
"3139TM";"2025-06-27";10014;"Line 2";"AS";2061.1;1955.0;107.3;468
"3139US";"2025-08-08";10002;"Line 1";"DS";2313.2;2164.1;166.9;418
"3139VG";"2025-10-02";10009;"Line 1";"AS";1862.0;1654.7;224.1;477
"3140BL";"2025-02-14";10003;"Line 1";"DS";1431.6;1326.0;109.9;482
"3140CL";"2025-07-01";10010;"Line 3";"DS";1453.9;1412.8;47.2;392
"3141NU";"2025-06-10";10001;"Line 1";"NS";2127.1;2008.5;129.8;446
"3141UF";"2025-11-06";10002;"Line 1";"AS";1758.5;1542.5;233.6;373
"3142FH";"2025-11-11";10001;"Line 1";"AS";1527.2;1381.6;145.9;404
"3142RI";"2025-07-16";10015;"Line 1";"DS";2119.4;1763.2;359.7;598
"3142XN";"2025-12-17";10013;"Line 3";"DS";1381.7;1231.2;163.3;459
"3143BG";"2025-09-09";10012;"Line 1";"DS";2016.4;1879.0;150.2;425
"3143HX";"2025-04-22";10010;"Line 3";"NS";1899.5;1694.8;224.4;465
"3143SI";"2025-04-16";10009;"Line 1";"DS";2310.2;2084.6;231.8;424
"3145CD";"2025-07-09";10004;"Line 2";"AS";1968.1;1725.7;245.5;431
"3145UB";"2025-08-11";10007;"Line 3";"DS";1745.6;1636.8;112.3;352
"3145UD";"2025-03-19";10009;"Line 1";"DS";1802.0;1669.3;135.4;470
"3145XZ";"2025-04-12";10002;"Line 1";"DS";2173.4;1917.4;274.7;410
"3146EU";"2025-10-03";10007;"Line 3";"AS";2262.2;2054.9;211.7;425
"3147DN";"2025-12-09";10002;"Line 1";"AS";1812.4;1794.3;18.5;437
"3147EE";"2025-07-14";10016;"Line 2";"AS";2148.8;1974.4;191.3;465
"3147MR";"2025-09-25";10002;"Line 1";"DS";1624.3;1488.7;143.0;553
"3147NA";"2025-02-12";10020;"Line 2";"AS";2080.2;1935.8;145.5;324
"3148FO";"2025-06-15";10007;"Line 3";"DS";1985.2;1873.2;123.8;412
"3148PR";"2025-10-09";10004;"Line 2";"NS";2174.4;2030.3;157.4;470
"3149HX";"2025-04-14";10002;"Line 1";"DS";1264.9;1230.8;42.5;388
"3149JS";"2025-09-02";10001;"Line 1";"AS";1923.7;1772.6;170.0;442
"3150BR";"2025-05-26";10011;"Line 2";"AS";2134.0;1868.2;277.3;454
"3150FY";"2025-05-05";10002;"Line 1";"AS";2344.3;2151.5;196.9;540
"3150ZE";"2025-04-03";10009;"Line 1";"DS";1668.8;1611.2;73.3;341
"3151BY";"2025-11-30";10009;"Line 1";"DS";1671.6;1425.3;265.0;469
"3151MH";"2025-10-07";10008;"Line 2";"DS";1480.0;1354.9;142.2;431
"3152LG";"2025-11-17";10012;"Line 1";"AS";1747.5;1608.9;155.4;488
"3152ME";"2025-09-11";10004;"Line 2";"NS";1633.9;1580.8;62.2;341
"3153RY";"2025-01-01";10010;"Line 3";"DS";2413.6;2267.3;158.7;378
"3154DW";"2025-04-06";10012;"Line 1";"NS";2446.2;2377.6;80.0;435
"3154OH";"2025-06-27";10001;"Line 1";"DS";1335.9;1196.1;140.2;470
"3154ZO";"2025-11-27";10010;"Line 3";"DS";1675.1;1586.2;102.7;422
"3155NK";"2025-05-24";10003;"Line 1";"NS";2080.4;2000.3;95.7;448
"3156OA";"2025-12-07";10011;"Line 2";"NS";2042.3;1960.9;99.4;348
"3156UL";"2025-02-11";10009;"Line 1";"DS";1817.2;1708.0;126.5;359
"3156WL";"2025-08-06";10007;"Line 3";"NS";1758.5;1590.4;172.9;495
"3157AW";"2025-04-01";10006;"Line 1";"AS";2023.5;2003.3;27.3;424
"3157VR";"2025-04-09";10009;"Line 1";"DS";1753.7;1577.3;178.3;358
"3157XY";"2025-10-10";10018;"Line 1";"DS";1927.9;1817.3;127.0;489
"3157ZL";"2025-01-05";10012;"Line 1";"AS";1828.1;1609.7;226.8;406
"3159AZ";"2025-01-15";10015;"Line 1";"AS";2237.3;2169.6;74.5;345
"3159KA";"2025-10-23";10019;"Line 3";"DS";1983.5;1958.1;38.8;419
"3160BT";"2025-02-02";10019;"Line 3";"DS";1456.4;1354.8;103.7;420
"3160UY";"2025-12-02";10007;"Line 3";"AS";1880.6;1641.6;257.9;400
"3161BM";"2025-09-19";10002;"Line 1";"AS";1955.2;1935.6;34.1;426
"3161CO";"2025-09-01";10001;"Line 1";"NS";1943.4;1712.6;238.8;467
"3161IV";"2025-08-13";10010;"Line 3";"DS";1596.8;1431.7;185.0;428
"3161KQ";"2025-09-27";10008;"Line 2";"AS";2548.4;2448.1;106.8;444
"3162PO";"2025-01-10";10004;"Line 2";"AS";1683.9;1591.6;101.5;428
"3163AV";"2025-09-16";10013;"Line 3";"NS";1772.7;1653.1;139.1;411
"3163GU";"2025-08-15";10007;"Line 3";"NS";1538.0;1450.3;99.5;455
"3163JA";"2025-04-28";10005;"Line 2";"DS";1491.2;1342.8;151.6;440
"3163RQ";"2025-02-26";10019;"Line 3";"AS";1469.8;1358.7;111.4;425
"3164BI";"2025-11-04";10001;"Line 1";"AS";2018.0;1872.0;165.2;427
"3164MO";"2025-03-11";10001;"Line 1";"DS";2132.8;2022.6;111.6;428
"3164NP";"2025-09-10";10009;"Line 1";"DS";1574.7;1486.3;92.8;432
"3164UN";"2025-09-05";10002;"Line 1";"AS";2188.5;2128.4;70.9;378
"3164ZX";"2025-08-30";10020;"Line 2";"DS";1553.6;1505.0;62.9;424
"3165BL";"2025-11-14";10005;"Line 2";"AS";1459.2;1307.8;153.1;359
"3165IH";"2025-05-04";10005;"Line 2";"NS";1994.8;1913.8;94.6;441
"3166YU";"2025-04-30";10004;"Line 2";"DS";1483.4;1419.1;77.0;565
"3167AB";"2025-05-26";10007;"Line 3";"DS";2148.8;2042.9;107.4;481
"3167AN";"2025-10-05";10017;"Line 3";"DS";1400.8;1246.8;173.7;445
"3168LC";"2025-09-21";10009;"Line 1";"DS";2261.0;2058.2;205.3;438
"3168SN";"2025-07-24";10008;"Line 2";"AS";1168.7;1157.0;20.4;385
"3169CF";"2025-01-05";10005;"Line 2";"DS";1070.7;997.9;75.6;502
"3169LO";"2025-10-07";10003;"Line 1";"AS";2266.1;2142.7;138.3;516
"3169VR";"2025-05-05";10006;"Line 1";"AS";1895.6;1757.2;148.7;389
"3169XH";"2025-09-15";10009;"Line 1";"DS";2162.7;1967.3;204.2;374
"3169ZI";"2025-02-26";10006;"Line 1";"DS";1793.8;1587.4;217.7;453
"3170DD";"2025-03-22";10012;"Line 1";"DS";2108.6;1792.2;330.4;431
"3170OT";"2025-04-02";10018;"Line 1";"DS";2248.5;2097.3;163.2;469
"3170PU";"2025-08-13";10011;"Line 2";"DS";2129.9;1907.8;236.0;484
"3170SQ";"2025-06-23";10004;"Line 2";"AS";2001.1;1810.9;200.2;515
"3171CO";"2025-03-17";10014;"Line 2";"DS";2062.7;2042.1;26.1;394
"3172YK";"2025-05-15";10014;"Line 2";"DS";1739.2;1578.8;166.6;468
"3172ZP";"2025-09-08";10015;"Line 1";"NS";2092.1;1979.9;129.4;446
"3173VX";"2025-08-02";10018;"Line 1";"AS";1482.8;1299.6;195.9;465
"3174HN";"2025-01-17";10004;"Line 2";"AS";1550.6;1415.6;145.0;406
"3175AB";"2025-03-29";10002;"Line 1";"DS";1282.7;1212.8;80.7;413
"3175CY";"2025-06-30";10009;"Line 1";"NS";1856.5;1648.2;226.4;458
"3175FP";"2025-01-18";10005;"Line 2";"DS";1662.3;1438.0;240.9;466
"3175GW";"2025-02-09";10020;"Line 2";"DS";2381.6;2113.0;269.7;401
"3175HV";"2025-12-13";10019;"Line 3";"DS";2200.6;2111.6;96.8;422
"3175LF";"2025-04-24";10020;"Line 2";"AS";1744.2;1541.1;217.8;423
"3175WB";"2025-11-07";10002;"Line 1";"DS";2195.1;2044.4;164.0;505
"3175ZX";"2025-10-21";10006;"Line 1";"DS";1352.2;1286.4;76.6;556
"3176GA";"2025-02-20";10008;"Line 2";"AS";2470.1;2160.6;319.4;317
"3176UL";"2025-08-26";10009;"Line 1";"DS";1682.2;1573.9;117.6;406
"3176VQ";"2025-05-03";10004;"Line 2";"NS";2318.0;2207.1;111.8;489
"3177CD";"2025-09-07";10001;"Line 1";"DS";1786.2;1703.7;86.7;421
"3177EE";"2025-12-28";10001;"Line 1";"DS";1839.8;1658.2;200.0;431
"3177FR";"2025-03-14";10003;"Line 1";"NS";1764.8;1575.3;196.5;386
"3177GT";"2025-06-27";10002;"Line 1";"DS";1878.1;1687.8;193.5;358
"3177PO";"2025-12-10";10004;"Line 2";"DS";1482.9;1333.1;160.8;446
"3177VC";"2025-02-11";10012;"Line 1";"DS";1317.6;1208.0;129.5;475
"3178JD";"2025-01-02";10006;"Line 1";"AS";1654.5;1536.7;122.5;398
"3179FP";"2025-12-02";10004;"Line 2";"AS";1500.4;1484.0;31.8;413
"3179GN";"2025-07-31";10018;"Line 1";"NS";2061.1;2007.1;55.3;478
"3179TE";"2025-07-06";10008;"Line 2";"NS";2183.8;2025.0;173.5;495
"3179XD";"2025-07-15";10003;"Line 1";"DS";2270.7;2190.9;82.7;449
"3180CF";"2025-08-06";10003;"Line 1";"DS";2016.4;1905.7;130.5;399
"3180FB";"2025-12-09";10003;"Line 1";"DS";1579.6;1546.6;34.8;416
"3180NB";"2025-03-06";10002;"Line 1";"AS";2196.8;1941.8;256.5;503
"3180UE";"2025-01-22";10012;"Line 1";"AS";1608.4;1479.9;133.5;439
"3180ZO";"2025-09-07";10015;"Line 1";"AS";2039.4;1970.0;70.5;428
"3181WK";"2025-06-22";10018;"Line 1";"AS";1698.8;1653.4;60.8;539
"3182BC";"2025-04-15";10008;"Line 2";"NS";2187.6;2143.2;56.0;447
"3182FX";"2025-02-10";10020;"Line 2";"NS";1353.3;1220.7;149.2;412
"3182HV";"2025-12-07";10012;"Line 1";"DS";1307.7;1133.5;184.0;425
"3182KC";"2025-10-30";10005;"Line 2";"NS";1794.6;1652.7;148.3;423
"3182MR";"2025-11-22";10001;"Line 1";"DS";1969.6;1935.8;46.3;393
"3183QO";"2025-12-27";10003;"Line 1";"DS";1484.2;1469.4;33.0;397
"3183RB";"2025-02-09";10012;"Line 1";"DS";1409.2;1264.3;150.7;414
"3183SS";"2025-04-06";10009;"Line 1";"AS";2093.9;1839.3;256.4;445
"3184QM";"2025-01-15";10016;"Line 2";"AS";1408.0;1393.9;16.1;436
"3185SP";"2025-02-17";10007;"Line 3";"DS";2026.7;1947.3;80.5;499
"3185WM";"2025-07-11";10003;"Line 1";"NS";1383.8;1370.0;16.3;408
"3186NI";"2025-07-11";10005;"Line 2";"NS";1605.4;1461.5;145.2;406
"3187CL";"2025-03-18";10014;"Line 2";"NS";1163.8;1047.0;127.6;365
"3187FH";"2025-01-09";10011;"Line 2";"AS";1791.2;1643.3;160.5;336
"3187MN";"2025-10-13";10001;"Line 1";"DS";2151.3;2102.9;65.7;526
"3187OB";"2025-08-19";10012;"Line 1";"AS";1795.8;1657.7;147.9;427
"3187ST";"2025-07-29";10010;"Line 3";"DS";1581.1;1538.2;48.1;386
"3188MP";"2025-07-31";10009;"Line 1";"AS";1751.2;1577.3;178.7;497
"3188QR";"2025-08-05";10010;"Line 3";"AS";2592.7;2346.9;254.8;402
"3188WS";"2025-02-11";10002;"Line 1";"DS";1272.7;1183.6;99.9;474
"3189AZ";"2025-11-20";10020;"Line 2";"DS";1603.3;1448.7;162.5;427
"3189HU";"2025-03-28";10013;"Line 3";"DS";1759.0;1674.1;99.8;499
"3189QK";"2025-07-06";10020;"Line 2";"AS";1884.5;1865.7;21.0;533
"3189SK";"2025-07-29";10002;"Line 1";"AS";1056.9;1005.3;71.2;371
"3190GK";"2025-02-24";10001;"Line 1";"AS";1534.7;1375.9;166.1;411
"3191EH";"2025-08-04";10001;"Line 1";"DS";1734.7;1717.4;29.9;406
"3191ID";"2025-05-17";10012;"Line 1";"AS";2679.5;2447.4;233.9;457
"3191TR";"2025-01-05";10015;"Line 1";"DS";2068.0;1811.8;273.9;433
"3191WE";"2025-09-05";10002;"Line 1";"AS";1482.8;1376.2;119.8;374
"3191XT";"2025-05-10";10006;"Line 1";"AS";1869.0;1778.9;110.0;416
"3192EB";"2025-06-04";10015;"Line 1";"DS";1064.6;1000.7;68.2;504
"3192NO";"2025-01-14";10007;"Line 3";"DS";1780.7;1736.3;45.3;392
"3193FO";"2025-10-06";10020;"Line 2";"DS";1709.6;1612.4;114.8;420
"3193YE";"2025-02-01";10010;"Line 3";"NS";1427.9;1413.6;14.5;502
"3194EF";"2025-08-25";10008;"Line 2";"DS";1844.3;1696.6;153.2;501
"3194OU";"2025-04-15";10010;"Line 3";"DS";1655.1;1583.6;82.3;410
"3194YN";"2025-11-17";10008;"Line 2";"NS";1198.5;1141.3;72.6;583
"3194ZB";"2025-04-27";10006;"Line 1";"AS";1827.8;1676.8;165.5;465
"3196BB";"2025-10-02";10002;"Line 1";"DS";1556.1;1468.7;99.8;357
"3196DW";"2025-10-14";10020;"Line 2";"DS";1502.8;1318.8;192.6;404
"3196FT";"2025-11-30";10001;"Line 1";"AS";1803.8;1640.3;165.2;489
"3196MM";"2025-11-03";10009;"Line 1";"NS";1592.4;1565.2;35.5;572
"3197EZ";"2025-02-18";10011;"Line 2";"AS";1663.5;1605.5;61.2;584
"3197PU";"2025-11-24";10002;"Line 1";"AS";1968.1;1812.4;158.9;335
"3197PX";"2025-05-27";10012;"Line 1";"AS";1974.9;1801.9;174.7;459
"3198DB";"2025-05-07";10012;"Line 1";"NS";1810.7;1568.4;252.6;383
"3198YK";"2025-02-22";10001;"Line 1";"AS";2481.2;2400.5;94.0;418
"3199PY";"2025-05-01";10002;"Line 1";"NS";1826.1;1755.0;88.3;463
"3199TO";"2025-01-15";10007;"Line 3";"AS";1443.1;1391.9;68.8;447
"3199YJ";"2025-04-16";10013;"Line 3";"DS";2581.8;2382.8;213.9;361
"3200IC";"2025-08-26";10019;"Line 3";"AS";2280.0;2118.1;174.6;440
"3200JK";"2025-01-13";10001;"Line 1";"NS";1722.4;1639.9;100.5;503
"3200QR";"2025-10-10";10007;"Line 3";"DS";2309.3;2227.0;83.1;356
"3201AN";"2025-01-28";10012;"Line 1";"DS";2049.6;1927.8;127.3;445
"3201IE";"2025-06-11";10007;"Line 3";"DS";1324.1;1172.2;159.6;431
"3201RH";"2025-05-05";10013;"Line 3";"DS";1728.4;1680.9;67.2;437
"3202IW";"2025-08-24";10002;"Line 1";"NS";1379.4;1282.2;116.7;395
"3202PW";"2025-08-15";10005;"Line 2";"DS";1709.1;1531.4;187.1;376
"3202WW";"2025-08-26";10020;"Line 2";"AS";1925.7;1694.1;232.9;320
"3203BU";"2025-03-31";10003;"Line 1";"AS";1724.0;1616.6;122.6;483
"3203WR";"2025-03-04";10001;"Line 1";"DS";1333.6;1320.3;26.8;384
"3203WU";"2025-03-23";10006;"Line 1";"NS";1539.5;1514.2;42.6;509
"3203YW";"2025-09-21";10005;"Line 2";"NS";1468.0;1453.3;17.6;448
"3204QZ";"2025-09-05";10010;"Line 3";"NS";1555.9;1430.7;128.0;522
"3205AF";"2025-09-08";10020;"Line 2";"DS";1779.3;1629.2;150.8;455
"3205NO";"2025-03-05";10002;"Line 1";"AS";1686.8;1592.4;101.8;421
"3205OC";"2025-08-02";10002;"Line 1";"DS";1530.6;1457.2;80.1;405
"3205OI";"2025-01-14";10001;"Line 1";"AS";2301.3;2225.0;90.4;383
"3205UG";"2025-01-10";10001;"Line 1";"NS";2033.2;1908.6;136.9;511
"3206AB";"2025-08-21";10012;"Line 1";"AS";2385.8;2083.3;314.9;333
"3206EU";"2025-08-07";10006;"Line 1";"NS";2340.0;2135.1;213.0;494
"3206KP";"2025-05-21";10004;"Line 2";"DS";1901.6;1689.1;219.4;463
"3206QL";"2025-09-13";10009;"Line 1";"DS";1884.8;1749.5;148.6;424
"3206WD";"2025-04-28";10003;"Line 1";"AS";1891.3;1657.3;236.2;389
"3206XK";"2025-03-31";10009;"Line 1";"DS";2208.0;2125.5;93.9;356
"3207IE";"2025-04-09";10001;"Line 1";"NS";1794.5;1746.9;59.9;420
"3207MN";"2025-09-03";10001;"Line 1";"AS";2046.9;1863.8;197.5;505
"3207SW";"2025-01-13";10016;"Line 2";"DS";902.4;786.0;134.4;427
"3208KG";"2025-09-27";10015;"Line 1";"DS";2262.1;2149.6;131.3;484
"3208LR";"2025-11-22";10001;"Line 1";"AS";2020.2;1920.5;111.7;399
"3208NW";"2025-11-03";10012;"Line 1";"DS";1816.9;1683.9;137.9;390
"3209DO";"2025-10-02";10001;"Line 1";"AS";1214.3;1107.4;117.5;556
"3209FE";"2025-08-30";10004;"Line 2";"NS";2008.3;1826.1;196.3;383
"3209GG";"2025-03-20";10003;"Line 1";"NS";2008.2;1984.5;37.0;317
"3210BL";"2025-11-13";10004;"Line 2";"DS";2157.1;2044.5;113.4;425
"3210RF";"2025-09-01";10005;"Line 2";"DS";1757.5;1583.1;181.8;447
"3211FA";"2025-09-15";10020;"Line 2";"NS";1947.3;1714.7;241.4;491
"3211HX";"2025-08-25";10001;"Line 1";"NS";1547.2;1531.7;18.1;372
"3211ND";"2025-06-13";10012;"Line 1";"DS";1590.2;1496.8;108.6;383
"3211PE";"2025-06-22";10001;"Line 1";"AS";1958.0;1792.5;185.0;468
"3212IU";"2025-07-23";10012;"Line 1";"AS";1845.3;1716.9;129.6;441
"3212VB";"2025-08-22";10012;"Line 1";"DS";1630.4;1614.1;21.7;367
"3212WB";"2025-03-16";10002;"Line 1";"AS";2052.7;1931.9;125.4;492
"3213IN";"2025-06-24";10020;"Line 2";"AS";2308.7;2090.6;233.5;432
"3213JW";"2025-06-12";10016;"Line 2";"AS";1707.2;1536.3;188.0;452
"3213MO";"2025-01-20";10006;"Line 1";"AS";1767.5;1607.9;177.9;444
"3214GW";"2025-03-25";10001;"Line 1";"DS";1848.6;1818.6;38.1;447
"3214QB";"2025-02-03";10015;"Line 1";"NS";1819.4;1801.2;24.3;485
"3214ZU";"2025-08-01";10008;"Line 2";"DS";1586.7;1524.9;81.4;490
"3215BS";"2025-06-11";10002;"Line 1";"DS";2014.5;1935.7;83.5;516
"3216AM";"2025-03-05";10003;"Line 1";"DS";1781.8;1602.0;193.3;353
"3216LD";"2025-01-17";10013;"Line 3";"DS";1529.8;1436.1;108.7;318
"3217AQ";"2025-12-08";10009;"Line 1";"DS";1821.9;1685.7;141.1;411
"3217CB";"2025-07-24";10005;"Line 2";"AS";1544.6;1493.2;61.9;432
"3217IK";"2025-04-13";10003;"Line 1";"DS";1730.0;1506.8;235.2;444
"3217JD";"2025-06-28";10018;"Line 1";"DS";2515.3;2355.4;172.6;489
"3217MY";"2025-12-26";10008;"Line 2";"DS";1646.3;1516.5;130.6;383
"3217OZ";"2025-09-29";10005;"Line 2";"AS";1304.9;1291.9;23.0;479
"3217XY";"2025-09-15";10003;"Line 1";"AS";1595.4;1516.8;93.4;398
"3218BV";"2025-02-19";10002;"Line 1";"DS";1312.5;1232.5;80.7;385
"3218GP";"2025-05-15";10017;"Line 3";"DS";1936.9;1778.8;159.2;392
"3218HE";"2025-10-29";10007;"Line 3";"AS";2017.4;1887.2;148.8;446
"3219HR";"2025-05-15";10003;"Line 1";"DS";2222.1;2161.5;79.5;514
"3219QU";"2025-04-15";10019;"Line 3";"DS";1471.2;1291.3;188.0;465
"3219YX";"2025-07-21";10011;"Line 2";"NS";1321.0;1257.8;71.1;393
"3220WT";"2025-12-16";10001;"Line 1";"DS";1755.3;1722.6;46.9;427
"3221MO";"2025-02-21";10016;"Line 2";"NS";1436.7;1327.7;111.8;442
"3222AH";"2025-10-03";10011;"Line 2";"AS";1949.7;1684.9;281.8;480
"3222SC";"2025-07-15";10009;"Line 1";"AS";1609.7;1543.6;78.1;460
"3223FV";"2025-04-25";10007;"Line 3";"DS";2106.5;1841.9;268.9;443
"3223JP";"2025-05-15";10005;"Line 2";"AS";1916.5;1734.3;201.6;367
"3223QV";"2025-02-11";10011;"Line 2";"NS";2216.2;2090.1;138.6;437
"3223ZG";"2025-11-01";10001;"Line 1";"NS";1732.3;1708.4;30.0;361
"3224DL";"2025-10-31";10015;"Line 1";"AS";1708.3;1627.3;97.6;436
"3224IO";"2025-07-12";10007;"Line 3";"DS";1086.8;946.4;149.0;508
"3224RM";"2025-06-03";10007;"Line 3";"DS";1250.6;1217.8;52.0;302
"3225FJ";"2025-05-03";10009;"Line 1";"DS";1248.6;1137.8;123.0;477
"3225HW";"2025-01-01";10012;"Line 1";"NS";1551.5;1439.2;128.9;450
"3225TS";"2025-06-28";10013;"Line 3";"AS";1873.7;1703.1;178.4;415
"3225VO";"2025-06-21";10007;"Line 3";"AS";1509.2;1450.4;69.1;403
"3225XZ";"2025-01-03";10012;"Line 1";"DS";1587.6;1411.8;181.3;427
"3226AT";"2025-06-12";10020;"Line 2";"AS";1461.3;1292.5;175.6;350
"3226CI";"2025-01-18";10007;"Line 3";"AS";1218.5;1168.9;59.8;324
"3226EV";"2025-12-16";10012;"Line 1";"DS";1333.3;1190.4;161.6;383
"3226TS";"2025-03-28";10014;"Line 2";"DS";1635.0;1578.6;70.1;376
"3227HP";"2025-02-28";10012;"Line 1";"NS";1548.7;1476.4;74.9;412
"3227XP";"2025-10-05";10001;"Line 1";"DS";2258.2;2164.1;99.0;489
"3229IW";"2025-03-01";10008;"Line 2";"DS";1679.6;1552.7;135.9;411
"3229NM";"2025-11-01";10012;"Line 1";"AS";2354.1;2292.3;69.0;391
"3229WN";"2025-04-19";10009;"Line 1";"DS";1802.0;1562.3;241.5;390
"3230MI";"2025-11-19";10020;"Line 2";"NS";1531.4;1315.6;224.7;437
"3230YU";"2025-11-11";10015;"Line 1";"DS";2220.1;1967.9;262.3;417
"3231BW";"2025-02-22";10017;"Line 3";"DS";888.2;809.2;83.8;482
"3231DD";"2025-06-24";10009;"Line 1";"DS";1090.0;975.5;115.1;396
"3231DQ";"2025-11-06";10006;"Line 1";"AS";1833.3;1641.1;206.4;450
"3231IQ";"2025-08-13";10010;"Line 3";"AS";1490.5;1349.5;154.6;329
"3232DN";"2025-03-15";10003;"Line 1";"NS";1816.9;1610.4;221.5;461
"3232GU";"2025-03-01";10002;"Line 1";"DS";1792.6;1657.9;137.8;410
"3232HD";"2025-01-24";10016;"Line 2";"DS";1935.5;1693.6;255.6;434
"3232OC";"2025-11-07";10020;"Line 2";"DS";2127.6;1904.8;236.7;491
"3232OT";"2025-10-11";10010;"Line 3";"AS";2104.4;1918.6;203.0;477
"3233NS";"2025-02-09";10002;"Line 1";"DS";2145.1;1979.4;175.5;501
"3234KZ";"2025-03-22";10019;"Line 3";"NS";1293.5;1126.1;168.4;500
"3234OZ";"2025-01-09";10004;"Line 2";"DS";1366.3;1201.5;164.9;427
"3236CV";"2025-07-05";10001;"Line 1";"DS";1557.8;1326.8;238.2;471
"3236KC";"2025-04-09";10010;"Line 3";"AS";1774.5;1458.6;327.7;398
"3236KD";"2025-08-19";10001;"Line 1";"DS";2271.9;2195.6;81.0;419
"3236OF";"2025-04-01";10001;"Line 1";"DS";1282.1;1268.6;33.0;434
"3236PG";"2025-10-06";10009;"Line 1";"DS";1718.4;1646.8;83.4;516
"3237DH";"2025-09-27";10004;"Line 2";"DS";1348.2;1334.7;22.7;402
"3237IJ";"2025-05-02";10011;"Line 2";"AS";1969.2;1798.7;188.3;394
"3237IK";"2025-11-27";10019;"Line 3";"DS";2141.8;2086.5;64.5;416
"3237SG";"2025-02-07";10007;"Line 3";"DS";2335.9;2216.5;127.4;444
"3238IC";"2025-09-01";10006;"Line 1";"AS";1962.7;1897.7;72.1;426
"3239IT";"2025-07-04";10009;"Line 1";"DS";2019.5;1927.9;93.2;339
"3239RD";"2025-05-29";10002;"Line 1";"AS";1872.2;1661.9;221.8;471
"3240GI";"2025-02-18";10004;"Line 2";"NS";2083.1;1899.7;198.2;482
"3240NW";"2025-12-26";10002;"Line 1";"NS";2089.7;2068.8;27.5;377
"3240TW";"2025-02-26";10005;"Line 2";"AS";1944.1;1792.2;162.5;395
"3241CC";"2025-09-01";10007;"Line 3";"NS";1125.0;1093.6;49.3;335
"3241CN";"2025-05-29";10001;"Line 1";"AS";1358.5;1296.0;65.6;494
"3241KV";"2025-09-14";10005;"Line 2";"DS";1436.7;1367.3;80.8;364
"3242HW";"2025-12-17";10003;"Line 1";"DS";1707.0;1550.4;176.5;393
"3243JX";"2025-08-03";10012;"Line 1";"DS";1784.0;1740.7;44.3;524
"3243XP";"2025-11-14";10001;"Line 1";"AS";1792.5;1745.4;50.4;408
"3244MF";"2025-03-20";10013;"Line 3";"NS";2042.8;1859.9;191.4;439
"3244QO";"2025-01-06";10010;"Line 3";"DS";1848.8;1687.9;162.5;519
"3244TB";"2025-07-20";10002;"Line 1";"DS";1977.2;1900.4;90.4;417
"3244VH";"2025-05-18";10002;"Line 1";"AS";1695.0;1520.2;184.3;375
"3245CM";"2025-10-13";10009;"Line 1";"DS";1076.3;939.1;139.1;447
"3245GJ";"2025-07-09";10007;"Line 3";"DS";2348.7;2325.2;29.7;491
"3245RQ";"2025-01-28";10007;"Line 3";"DS";1950.5;1875.3;78.4;546
"3246BH";"2025-03-21";10003;"Line 1";"NS";1603.4;1516.3;88.7;478
"3246QC";"2025-09-23";10003;"Line 1";"AS";2431.2;2200.5;240.7;421
"3246YX";"2025-11-19";10001;"Line 1";"DS";1726.8;1479.9;256.2;370
"3247OB";"2025-02-03";10011;"Line 2";"AS";1652.6;1577.5;81.7;531
"3247UB";"2025-09-30";10002;"Line 1";"AS";1986.9;1922.5;81.2;422
"3248GG";"2025-05-06";10004;"Line 2";"DS";1922.1;1792.7;149.0;414
"3248MK";"2025-10-21";10003;"Line 1";"NS";2311.5;2235.3;91.0;465
"3248OZ";"2025-10-29";10013;"Line 3";"AS";1869.1;1678.9;195.2;368
"3249HJ";"2025-09-15";10012;"Line 1";"AS";1367.7;1258.4;117.7;463
"3249VC";"2025-04-23";10005;"Line 2";"AS";1848.4;1713.8;152.1;415
