"Downtime_id";"Batch_id";"Downtime_minutes";"Severity";"Reason"
52130;"6791ZT";70;"Medium";"Packaging Issue"
72064;"1697JI";35;"Low";"Machine Jam"
37834;"6906EF";35;"Medium";"Packaging Issue"
91739;"5343QM";37;"Medium";"Cleaning"
69702;"6401DH";94;"High";"Machine Jam"
54633;"3079UW";170;"High";"Cleaning"
83284;"2655QN";7;"Low";"Packaging Issue"
28419;"7653VM";67;"Medium";"Material Shortage"
29678;"9807LJ";115;"Medium";"Sensor Fault"
82782;"5485UU";117;"Medium";"Packaging Issue"
86063;"8973HQ";293;"High";"Packaging Issue"
76831;"6849MU";6;"Low";"Cleaning"
98418;"9025QY";61;"Medium";"Cleaning"
36616;"4721RJ";112;"Medium";"Machine Jam"
14975;"2605HJ";69;"Medium";"Cleaning"
62716;"4619UJ";22;"Low";"Cleaning"
77358;"3090JV";195;"High";"Maintenance"
96695;"9207CU";45;"Medium";"Packaging Issue"
37606;"6753UH";31;"Low";"Maintenance"
94309;"2682JR";119;"Medium";"Sensor Fault"
64180;"5216JG";105;"Medium";"Sensor Fault"
37277;"4009DF";25;"Low";"Power Failure"
73791;"3310VF";38;"Low";"Maintenance"
71294;"8658VZ";296;"High";"Machine Jam"
41191;"3719JR";205;"High";"Machine Jam"
64953;"6536PF";69;"Medium";"Material Shortage"
34585;"9008GR";258;"High";"Material Shortage"
22285;"7796GT";8;"Low";"Packaging Issue"
68077;"6768MB";110;"Medium";"Machine Jam"
80661;"8378GC";89;"Medium";"Power Failure"
38346;"1171AZ";64;"Medium";"Maintenance"
99350;"8613RE";150;"High";"Sensor Fault"
43760;"8675PN";12;"Low";"Packaging Issue"
20960;"3395SC";69;"Medium";"Sensor Fault"
95330;"2571KA";105;"Medium";"Material Shortage"
22051;"5654EW";76;"Medium";"Cleaning"
98975;"8175MD";24;"Low";"Packaging Issue"
94248;"3277RU";64;"Medium";"Machine Jam"
45793;"7144PX";39;"Low";"Packaging Issue"
89222;"6562DI";44;"Low";"Machine Jam"
21156;"6715LP";243;"High";"Packaging Issue"
99791;"7371HG";116;"Medium";"Maintenance"
98740;"7669YO";118;"Medium";"Packaging Issue"
81044;"9750HY";31;"Medium";"Machine Jam"
53178;"2789EA";76;"Medium";"Maintenance"
66205;"9586PZ";57;"Medium";"Packaging Issue"
74992;"9425LL";77;"Medium";"Maintenance"
77562;"4590HC";19;"Low";"Machine Jam"
85201;"5368RI";102;"Medium";"Maintenance"
53000;"6969DZ";26;"Low";"Packaging Issue"
52150;"7868TN";11;"Low";"Maintenance"
65183;"7857ZZ";7;"Low";"Maintenance"
55232;"8114RX";115;"Medium";"Machine Jam"
78832;"5859BT";234;"High";"Maintenance"
64995;"9005ZR";110;"Medium";"Sensor Fault"
19519;"5142XR";6;"Low";"Sensor Fault"
25300;"1754MU";150;"High";"Machine Jam"
23441;"8703HU";32;"Medium";"Power Failure"
22313;"6626QN";29;"Low";"Cleaning"
34676;"8680SM";99;"Medium";"Machine Jam"
95543;"6261HL";24;"Low";"Sensor Fault"
45545;"5114LN";84;"Medium";"Sensor Fault"
60117;"5763HT";261;"High";"Power Failure"
72669;"9241AI";27;"Low";"Material Shortage"
88154;"2172CK";20;"Low";"Machine Jam"
18515;"8874NH";92;"Medium";"Maintenance"
99240;"9614PP";73;"Medium";"Maintenance"
11675;"5220SL";42;"Medium";"Packaging Issue"
83954;"1722TN";42;"Medium";"Power Failure"
99952;"4389NR";61;"Medium";"Sensor Fault"
29126;"7440FA";63;"Medium";"Machine Jam"
92802;"7618SG";29;"Low";"Machine Jam"
64317;"3967SI";74;"Medium";"Sensor Fault"
18222;"1630RC";111;"Medium";"Maintenance"
39922;"1869SF";23;"Low";"Packaging Issue"
36836;"2740EI";31;"Low";"Cleaning"
57318;"5900JQ";30;"Medium";"Packaging Issue"
26274;"4346XW";101;"Medium";"Maintenance"
33890;"9871TJ";110;"Medium";"Machine Jam"
31570;"8842DS";296;"High";"Cleaning"
13619;"9650SG";90;"Medium";"Sensor Fault"
88847;"8699EC";282;"High";"Maintenance"
90517;"5010DO";39;"Medium";"Maintenance"
15546;"3870CE";104;"Medium";"Material Shortage"
36108;"6408NR";101;"Medium";"Cleaning"
58159;"3887TY";170;"High";"Maintenance"
95786;"2700CZ";30;"Low";"Material Shortage"
59592;"4374IW";54;"Medium";"Packaging Issue"
76772;"7093XR";244;"High";"Maintenance"
33571;"4389FC";77;"Medium";"Maintenance"
82097;"3931VP";8;"Low";"Machine Jam"
13282;"9085XD";5;"Low";"Sensor Fault"
97182;"8980UJ";25;"Low";"Packaging Issue"
41326;"8755CV";211;"High";"Power Failure"
17251;"3355ED";22;"Low";"Maintenance"
10660;"3092FJ";145;"High";"Maintenance"
84164;"3294DO";81;"Medium";"Cleaning"
24713;"5030DE";82;"Medium";"Cleaning"
88782;"1481XT";79;"Medium";"Maintenance"
96990;"3771SI";38;"Low";"Maintenance"
75248;"3942MQ";278;"High";"Machine Jam"
56624;"3881CC";58;"Medium";"Material Shortage"
62326;"4112JU";204;"High";"Material Shortage"
90736;"1276GK";263;"High";"Maintenance"
46989;"5884SV";107;"Medium";"Material Shortage"
46014;"2494TP";65;"Medium";"Machine Jam"
60175;"7279WK";39;"Low";"Material Shortage"
87940;"7360RN";83;"Medium";"Maintenance"
99424;"7512KD";33;"Low";"Packaging Issue"
37750;"9655RP";38;"Medium";"Cleaning"
45235;"7370PW";15;"Low";"Power Failure"
19718;"3139IY";109;"Medium";"Machine Jam"
69183;"6164IR";296;"High";"Material Shortage"
23618;"1272XL";140;"High";"Machine Jam"
70142;"6606RA";23;"Low";"Sensor Fault"
91144;"8060NH";39;"Medium";"Cleaning"
97119;"6269WY";118;"Medium";"Packaging Issue"
19806;"6207AI";85;"Medium";"Cleaning"
28899;"6999ZB";12;"Low";"Packaging Issue"
85406;"6012ES";94;"Medium";"Packaging Issue"
38245;"4474RJ";73;"Medium";"Material Shortage"
18810;"4815RA";45;"Low";"Material Shortage"
82994;"6668OO";62;"Medium";"Sensor Fault"
70552;"1629NA";44;"Low";"Cleaning"
39725;"4936VL";251;"High";"Material Shortage"
86543;"5817MI";296;"High";"Packaging Issue"
27925;"7436QR";143;"High";"Machine Jam"
43675;"1954VM";63;"Medium";"Cleaning"
50760;"7961XJ";199;"High";"Packaging Issue"
88625;"6466OH";9;"Low";"Maintenance"
72782;"6205UK";116;"High";"Packaging Issue"
25442;"7512GU";90;"Medium";"Material Shortage"
29857;"5515BG";63;"Medium";"Material Shortage"
45393;"8218KF";112;"High";"Material Shortage"
99188;"8736OT";36;"Low";"Material Shortage"
38612;"6117EK";92;"High";"Cleaning"
89821;"9165OM";51;"Medium";"Maintenance"
95449;"5140BM";29;"Low";"Machine Jam"
43183;"4070MM";92;"Medium";"Sensor Fault"
45886;"3430UZ";96;"Medium";"Power Failure"
92250;"5204VW";24;"Low";"Sensor Fault"
76749;"9590HW";64;"Medium";"Machine Jam"
88109;"3819QZ";42;"Low";"Machine Jam"
19197;"2186FE";11;"Low";"Machine Jam"
69850;"1055EW";35;"Medium";"Maintenance"
34368;"3039JD";258;"High";"Machine Jam"
48573;"1477FK";252;"High";"Material Shortage"
17221;"5117LZ";108;"Medium";"Material Shortage"
70427;"5748FU";58;"Medium";"Packaging Issue"
29963;"3615RJ";215;"High";"Machine Jam"
92664;"3530ZC";35;"Medium";"Maintenance"
71722;"6349WC";270;"High";"Machine Jam"
11762;"1411WV";52;"Medium";"Cleaning"
98185;"9734YN";36;"Medium";"Packaging Issue"
97314;"4826TI";12;"Low";"Machine Jam"
18104;"9395RD";193;"High";"Sensor Fault"
49681;"9879OM";17;"Low";"Maintenance"
72609;"9782SD";111;"Medium";"Machine Jam"
34775;"5845EQ";288;"High";"Machine Jam"
52175;"5081YF";30;"Low";"Sensor Fault"
73809;"3109CZ";32;"Low";"Machine Jam"
74076;"1731ZU";112;"Medium";"Machine Jam"
52526;"8403LT";33;"Low";"Packaging Issue"
44378;"9468QO";292;"High";"Sensor Fault"
79681;"2846DM";103;"Medium";"Machine Jam"
12661;"4894HJ";112;"High";"Power Failure"
69333;"6167IZ";9;"Low";"Packaging Issue"
39367;"7608XC";116;"Medium";"Packaging Issue"
58998;"1237YP";211;"High";"Cleaning"
58183;"9945EC";156;"High";"Material Shortage"
88734;"4043HA";79;"Medium";"Cleaning"
77566;"3839ZA";56;"Medium";"Maintenance"
92353;"7246KK";72;"Medium";"Machine Jam"
22572;"5618KL";60;"Medium";"Machine Jam"
61488;"7130UY";89;"Medium";"Maintenance"
44563;"5453AO";96;"High";"Machine Jam"
74205;"1273KN";73;"Medium";"Cleaning"
84318;"7505IU";26;"Low";"Maintenance"
85958;"5377LA";109;"Medium";"Machine Jam"
74757;"9746ZA";80;"Medium";"Material Shortage"
76718;"4325KB";52;"Medium";"Machine Jam"
71847;"5176JH";75;"Medium";"Packaging Issue"
26764;"1793VU";87;"Medium";"Machine Jam"
81374;"3925LV";107;"Medium";"Machine Jam"
45951;"9151MC";17;"Low";"Power Failure"
14496;"9696JL";205;"High";"Machine Jam"
38481;"4306YR";52;"Medium";"Maintenance"
50423;"1489OL";20;"Low";"Sensor Fault"
66467;"8396ZY";6;"Low";"Material Shortage"
75220;"4322ED";26;"Low";"Machine Jam"
45624;"9922MG";87;"Medium";"Sensor Fault"
87862;"6385HY";38;"Low";"Sensor Fault"
35129;"7228AW";99;"Medium";"Cleaning"
34768;"9341ZE";38;"Medium";"Machine Jam"
60579;"5540SA";15;"Low";"Machine Jam"
36141;"9397WJ";13;"Low";"Cleaning"
80100;"4211CL";11;"Low";"Machine Jam"
65911;"6810UL";89;"Medium";"Machine Jam"
40503;"5964TH";89;"Medium";"Sensor Fault"
98204;"5423LW";60;"Medium";"Maintenance"
77431;"3544HV";15;"Low";"Cleaning"
40165;"7255SM";24;"Low";"Packaging Issue"
54429;"3009HE";184;"High";"Material Shortage"
79558;"6898ZK";105;"Medium";"Cleaning"
91472;"2035CG";9;"Low";"Machine Jam"
87739;"2557FG";61;"Medium";"Maintenance"
36400;"3612JD";33;"Low";"Maintenance"
43795;"7419PF";156;"High";"Machine Jam"
46046;"3836RZ";37;"Medium";"Machine Jam"
84909;"2417FX";79;"Medium";"Sensor Fault"
52494;"9609YV";36;"Low";"Packaging Issue"
61682;"2643ZZ";34;"Medium";"Material Shortage"
85350;"6856MR";42;"Low";"Packaging Issue"
21819;"9313WO";29;"Low";"Machine Jam"
87268;"3429DC";165;"High";"Machine Jam"
81555;"8693EU";60;"Medium";"Sensor Fault"
27830;"3136BG";95;"Medium";"Packaging Issue"
90802;"1234IP";105;"Medium";"Maintenance"
51067;"2919ZA";83;"Medium";"Sensor Fault"
37728;"4016VB";108;"Medium";"Machine Jam"
15662;"9514QD";34;"Medium";"Machine Jam"
86206;"1872SB";258;"High";"Packaging Issue"
61738;"9895DN";54;"Medium";"Sensor Fault"
61310;"9173KZ";30;"Low";"Material Shortage"
34728;"7440UD";19;"Low";"Cleaning"
53328;"9654LM";70;"Medium";"Machine Jam"
69036;"1172DS";76;"Medium";"Cleaning"
20269;"3903YM";67;"Medium";"Maintenance"
40546;"3315SY";9;"Low";"Machine Jam"
72452;"7539RA";31;"Medium";"Maintenance"
34455;"4948GH";33;"Medium";"Material Shortage"
19294;"5414DI";118;"Medium";"Material Shortage"
22863;"4042XL";196;"High";"Cleaning"
25201;"8678OB";90;"Medium";"Maintenance"
15756;"7847AC";21;"Low";"Packaging Issue"
80193;"6859TI";37;"Medium";"Machine Jam"
85501;"2996XC";36;"Medium";"Packaging Issue"
33806;"2436ZK";294;"High";"Packaging Issue"
58254;"8332SQ";101;"Medium";"Machine Jam"
42407;"9489EV";100;"Medium";"Machine Jam"
86547;"9565IS";26;"Low";"Packaging Issue"
40052;"1881TX";41;"Medium";"Machine Jam"
82883;"2163WZ";39;"Low";"Maintenance"
19319;"1677KE";292;"High";"Packaging Issue"
50722;"9637ZR";39;"Low";"Maintenance"
68980;"4759BY";29;"Low";"Material Shortage"
73334;"6376AI";83;"Medium";"Machine Jam"
76914;"5362PT";32;"Medium";"Packaging Issue"
69441;"4418GL";170;"High";"Maintenance"
84893;"9139ZF";35;"Low";"Sensor Fault"
95605;"6550UO";7;"Low";"Maintenance"
71902;"9391CK";29;"Low";"Packaging Issue"
18591;"8259UW";118;"Medium";"Cleaning"
72435;"3017FD";5;"Low";"Power Failure"
59883;"9153PY";19;"Low";"Machine Jam"
14978;"6675YF";54;"Medium";"Maintenance"
64377;"7180RU";126;"High";"Power Failure"
63751;"9920TK";61;"Medium";"Cleaning"
69818;"2832LC";95;"Medium";"Machine Jam"
22820;"7865MT";70;"Medium";"Packaging Issue"
11061;"8161NZ";44;"Low";"Maintenance"
52944;"1757SD";34;"Low";"Maintenance"
54205;"7430UT";222;"High";"Machine Jam"
14578;"6008DX";75;"High";"Cleaning"
33475;"8223GM";20;"Low";"Packaging Issue"
54432;"4558UN";255;"High";"Material Shortage"
20955;"3405DJ";20;"Low";"Sensor Fault"
55369;"7460PR";85;"Medium";"Cleaning"
31701;"8136LE";44;"Low";"Cleaning"
33311;"4463EF";112;"Medium";"Machine Jam"
56646;"8957XJ";252;"High";"Maintenance"
83302;"7183KL";280;"High";"Material Shortage"
74426;"1435HR";223;"High";"Maintenance"
58973;"6059DN";43;"Low";"Packaging Issue"
97158;"2763BC";64;"Medium";"Cleaning"
82858;"9872XY";51;"Medium";"Packaging Issue"
27570;"6383EG";85;"Medium";"Sensor Fault"
69420;"2607AK";21;"Low";"Packaging Issue"
43316;"2488KE";78;"Medium";"Material Shortage"
60020;"7974XM";188;"High";"Material Shortage"
38738;"3850OM";278;"High";"Maintenance"
49717;"6902SJ";241;"High";"Maintenance"
22016;"7567SN";140;"High";"Machine Jam"
66406;"3942UW";50;"Medium";"Machine Jam"
85460;"5574CV";28;"Low";"Maintenance"
27723;"6789IW";12;"Low";"Packaging Issue"
31756;"9171JF";198;"High";"Maintenance"
56281;"3574UD";67;"Medium";"Machine Jam"
62752;"5428VD";113;"Medium";"Sensor Fault"
36882;"6137KU";5;"Low";"Maintenance"
34286;"7392CO";39;"Low";"Packaging Issue"
35979;"1786DB";93;"Medium";"Power Failure"
62577;"9457XO";275;"High";"Power Failure"
96828;"6153TS";171;"High";"Sensor Fault"
22104;"7171GH";68;"Medium";"Maintenance"
79680;"4885PV";87;"Medium";"Machine Jam"
84706;"7523GD";88;"Medium";"Packaging Issue"
98903;"3114PY";95;"Medium";"Sensor Fault"
49138;"6147AM";6;"Low";"Power Failure"
24820;"9401HC";45;"Low";"Packaging Issue"
88311;"3507WS";32;"Low";"Maintenance"
83292;"6621IH";96;"High";"Cleaning"
58522;"9443MT";105;"Medium";"Maintenance"
15153;"9220EW";112;"Medium";"Machine Jam"
68031;"9187DA";85;"Medium";"Sensor Fault"
56420;"5697MZ";269;"High";"Cleaning"
96572;"9266TO";41;"Medium";"Packaging Issue"
94533;"9558LP";17;"Low";"Packaging Issue"
54281;"4987MO";55;"Medium";"Machine Jam"
21314;"2665GM";19;"Low";"Sensor Fault"
52558;"1023TL";8;"Low";"Material Shortage"
21653;"7705GX";55;"Medium";"Cleaning"
78191;"9402TD";9;"Low";"Material Shortage"
31864;"5441XS";101;"Medium";"Machine Jam"
97353;"9023UJ";34;"Low";"Maintenance"
43728;"3002OL";46;"Medium";"Material Shortage"
41937;"9649KC";35;"Low";"Cleaning"
42337;"8366AX";64;"Medium";"Packaging Issue"
94640;"9267JI";92;"Medium";"Maintenance"
88967;"4666PW";41;"Low";"Machine Jam"
45504;"6492OS";189;"High";"Maintenance"
72640;"8091JA";114;"High";"Material Shortage"
22399;"2896AP";51;"Medium";"Packaging Issue"
41583;"2269IT";68;"Medium";"Power Failure"
52762;"7738PW";16;"Low";"Machine Jam"
34081;"9816SO";36;"Low";"Machine Jam"
77752;"3941MP";8;"Low";"Machine Jam"
40933;"5468JF";117;"Medium";"Machine Jam"
88333;"9587QB";71;"Medium";"Packaging Issue"
31856;"3533TU";33;"Medium";"Material Shortage"
77541;"8791QZ";123;"High";"Packaging Issue"
39797;"5121IC";38;"Low";"Machine Jam"
10972;"7603VC";236;"High";"Machine Jam"
95671;"3799FQ";169;"High";"Power Failure"
48295;"1592SU";61;"Medium";"Packaging Issue"
24088;"5666UP";13;"Low";"Packaging Issue"
78258;"8453AI";116;"Medium";"Cleaning"
85499;"9118BJ";144;"High";"Sensor Fault"
67576;"5903HH";110;"High";"Machine Jam"
43632;"4114GJ";200;"High";"Maintenance"
81729;"6112VK";68;"Medium";"Sensor Fault"
43796;"7177AJ";90;"Medium";"Machine Jam"
13760;"2542WF";79;"Medium";"Maintenance"
26111;"5241UB";42;"Medium";"Packaging Issue"
38918;"2870BT";75;"Medium";"Maintenance"
64275;"1464WR";44;"Low";"Cleaning"
90752;"6325ZJ";253;"High";"Maintenance"
26380;"3939QL";17;"Low";"Material Shortage"
17754;"8261HJ";192;"High";"Machine Jam"
21353;"6251BW";34;"Low";"Machine Jam"
15513;"1491MK";41;"Medium";"Packaging Issue"
62142;"8612FI";23;"Low";"Machine Jam"
83280;"8474CW";84;"Medium";"Sensor Fault"
88662;"7689XU";161;"High";"Packaging Issue"
29192;"5421QG";232;"High";"Sensor Fault"
59769;"8985IT";32;"Medium";"Sensor Fault"
46000;"4304YB";40;"Medium";"Sensor Fault"
52915;"1368NE";114;"High";"Packaging Issue"
49758;"6548VV";33;"Low";"Machine Jam"
14946;"1711TM";256;"High";"Material Shortage"
81342;"8044ZG";40;"Medium";"Packaging Issue"
99556;"7001XC";183;"High";"Packaging Issue"
83883;"8053IQ";226;"High";"Machine Jam"
55587;"1740QX";218;"High";"Machine Jam"
59057;"2742HO";31;"Medium";"Packaging Issue"
21684;"6997EC";48;"Medium";"Machine Jam"
83239;"5838MT";16;"Low";"Packaging Issue"
60467;"5553UF";56;"Medium";"Packaging Issue"
88541;"1040CL";14;"Low";"Machine Jam"
44648;"4031NO";91;"High";"Machine Jam"
51011;"5956PH";173;"High";"Machine Jam"
60078;"2316CR";15;"Low";"Machine Jam"
67986;"1893KA";150;"High";"Packaging Issue"
11143;"1140JI";165;"High";"Machine Jam"
53033;"7922NP";120;"Medium";"Cleaning"
65999;"3586JD";31;"Low";"Machine Jam"
66598;"5803XC";5;"Low";"Machine Jam"
92846;"9777QA";110;"High";"Cleaning"
77440;"8257UN";43;"Low";"Cleaning"
27479;"3683LP";88;"Medium";"Machine Jam"
12841;"4374YM";62;"Medium";"Maintenance"
78820;"1039WG";109;"Medium";"Packaging Issue"
76507;"1927ZH";299;"High";"Packaging Issue"
92439;"8333NQ";229;"High";"Machine Jam"
71806;"3076AD";40;"Low";"Maintenance"
53924;"1695YW";83;"Medium";"Maintenance"
90305;"3501UC";175;"High";"Machine Jam"
29658;"9502SA";98;"Medium";"Maintenance"
19021;"5868CU";56;"Medium";"Cleaning"
43178;"4062TG";151;"High";"Maintenance"
71084;"3639SX";95;"Medium";"Cleaning"
26015;"7372KP";34;"Medium";"Material Shortage"
65821;"5384LB";91;"Medium";"Machine Jam"
48168;"5580IY";272;"High";"Power Failure"
59587;"1477QH";41;"Medium";"Power Failure"
50045;"2888PJ";166;"High";"Maintenance"
55451;"6234DT";63;"Medium";"Maintenance"
60701;"6644XX";114;"Medium";"Sensor Fault"
69177;"7589UY";79;"Medium";"Cleaning"
97293;"6518LZ";33;"Low";"Packaging Issue"
10444;"9743EH";281;"High";"Machine Jam"
91632;"3887AP";16;"Low";"Maintenance"
33242;"6804DJ";62;"Medium";"Packaging Issue"
13541;"9797CN";17;"Low";"Cleaning"
15880;"8633IZ";120;"Medium";"Machine Jam"
45388;"1251OW";115;"Medium";"Machine Jam"
18070;"2708VR";62;"Medium";"Machine Jam"
10014;"5335JI";38;"Low";"Sensor Fault"
45460;"1409ZW";53;"Medium";"Sensor Fault"
48524;"6169UY";37;"Medium";"Maintenance"
83465;"8450DS";106;"High";"Cleaning"
94467;"5330OM";37;"Medium";"Machine Jam"
66387;"4177AY";90;"Medium";"Packaging Issue"
54173;"1432TB";48;"Medium";"Machine Jam"
49475;"5036TC";110;"Medium";"Machine Jam"
48262;"3806BH";41;"Low";"Sensor Fault"
46829;"2685AT";57;"Medium";"Cleaning"
34964;"6197SR";21;"Low";"Maintenance"
21635;"4291FF";33;"Low";"Machine Jam"
16761;"5409OP";118;"Medium";"Packaging Issue"
73568;"4727TD";111;"Medium";"Machine Jam"
43235;"5710KR";45;"Medium";"Machine Jam"
41179;"3500OZ";62;"Medium";"Cleaning"
72827;"6156ZV";43;"Low";"Material Shortage"
24066;"3909BU";250;"High";"Maintenance"
96020;"5600CE";22;"Low";"Packaging Issue"
97648;"4492QN";111;"Medium";"Sensor Fault"
26068;"1484AS";30;"Low";"Sensor Fault"
95397;"5241XR";33;"Medium";"Packaging Issue"
54509;"4206SK";243;"High";"Machine Jam"
13725;"9625YO";287;"High";"Machine Jam"
16813;"5263SK";5;"Low";"Packaging Issue"
94343;"5582IC";97;"Medium";"Machine Jam"
88689;"1371ZQ";102;"Medium";"Maintenance"
26542;"5752LN";203;"High";"Power Failure"
93259;"7885UO";88;"Medium";"Maintenance"
33812;"6985AK";35;"Medium";"Packaging Issue"
22671;"3680OF";40;"Medium";"Material Shortage"
83420;"1366YQ";180;"High";"Packaging Issue"
91422;"7661GX";13;"Low";"Material Shortage"
45550;"2207LU";77;"Medium";"Machine Jam"
23783;"3743AX";244;"High";"Material Shortage"
39591;"8803SX";83;"Medium";"Maintenance"
26746;"5955KV";87;"Medium";"Machine Jam"
35867;"7426GP";50;"Medium";"Sensor Fault"
87668;"9915SI";120;"High";"Maintenance"
87310;"9723YT";193;"High";"Machine Jam"
10800;"2905FW";91;"Medium";"Packaging Issue"
80578;"3998DB";45;"Medium";"Maintenance"
65358;"1276MF";169;"High";"Material Shortage"
83773;"3519FG";205;"High";"Power Failure"
76356;"7022YC";41;"Low";"Packaging Issue"
42133;"8300SH";274;"High";"Machine Jam"
98382;"2518JX";109;"Medium";"Maintenance"
19272;"8635CS";55;"Medium";"Maintenance"
11925;"3555SE";39;"Medium";"Material Shortage"
78044;"2959RY";38;"Medium";"Machine Jam"
88538;"3634MV";91;"Medium";"Maintenance"
37946;"7010VL";54;"Medium";"Packaging Issue"
11685;"6715DT";25;"Low";"Sensor Fault"
82000;"5867FS";269;"High";"Cleaning"
20260;"6086MM";115;"Medium";"Sensor Fault"
12704;"3175ZX";63;"Medium";"Packaging Issue"
91606;"7604KV";69;"Medium";"Cleaning"
26845;"1661CH";23;"Low";"Cleaning"
25041;"8220GP";31;"Medium";"Maintenance"
21401;"2127NM";36;"Medium";"Cleaning"
30896;"8337JJ";35;"Low";"Machine Jam"
17356;"4958LK";50;"Medium";"Power Failure"
84859;"5775PE";75;"Medium";"Cleaning"
55537;"2628BR";294;"High";"Maintenance"
40578;"3975TR";89;"Medium";"Packaging Issue"
68011;"8346OB";30;"Medium";"Cleaning"
13263;"5832OB";85;"Medium";"Maintenance"
84429;"1035OH";150;"High";"Packaging Issue"
88474;"3683WQ";39;"Medium";"Packaging Issue"
33310;"4883KA";66;"Medium";"Material Shortage"
73760;"4282OT";12;"Low";"Material Shortage"
56674;"5794FH";30;"Medium";"Maintenance"
15372;"7091GW";30;"Medium";"Maintenance"
42899;"7853KD";12;"Low";"Material Shortage"
90100;"1610FW";75;"Medium";"Machine Jam"
19154;"9333HN";34;"Medium";"Packaging Issue"
89613;"1569SZ";41;"Low";"Machine Jam"
27856;"2868HZ";19;"Low";"Machine Jam"
47334;"2962RK";52;"Medium";"Cleaning"
54085;"8259BH";154;"High";"Machine Jam"
81721;"6525VZ";73;"Medium";"Cleaning"
86022;"4713BD";83;"Medium";"Cleaning"
74966;"3480PF";90;"High";"Packaging Issue"
13718;"2743HA";124;"High";"Machine Jam"
54097;"5737TV";186;"High";"Material Shortage"
99150;"1539TU";298;"High";"Machine Jam"
55969;"1814BV";89;"Medium";"Maintenance"
49486;"6582SN";6;"Low";"Machine Jam"
32257;"5169HJ";31;"Low";"Sensor Fault"
44666;"5629HN";29;"Low";"Packaging Issue"
59388;"6875WA";74;"Medium";"Machine Jam"
34656;"4762FN";89;"Medium";"Machine Jam"
82050;"9905IN";273;"High";"Machine Jam"
47319;"1151EO";190;"High";"Machine Jam"
57621;"6487CK";184;"High";"Machine Jam"
62147;"3071CW";95;"Medium";"Sensor Fault"
11276;"5875CD";118;"Medium";"Sensor Fault"
10128;"9108AY";53;"Medium";"Sensor Fault"
73588;"9509IR";5;"Low";"Machine Jam"
66719;"9708YK";207;"High";"Packaging Issue"
84488;"9447SW";118;"Medium";"Machine Jam"
47821;"6768CH";206;"High";"Maintenance"
27025;"2304NB";64;"Medium";"Maintenance"
53106;"4757EQ";85;"Medium";"Cleaning"
76249;"3051XU";18;"Low";"Machine Jam"
40541;"1007XM";44;"Medium";"Material Shortage"
57440;"1473NX";267;"High";"Packaging Issue"
83939;"9118VX";28;"Low";"Packaging Issue"
21109;"8484OA";81;"Medium";"Power Failure"
16103;"5802SK";120;"Medium";"Cleaning"
57418;"9117WR";15;"Low";"Machine Jam"
52744;"2370GS";104;"Medium";"Sensor Fault"
83165;"3833EO";110;"Medium";"Power Failure"
60357;"5276TD";96;"High";"Maintenance"
64374;"5773QW";95;"Medium";"Packaging Issue"
70875;"7279GY";81;"Medium";"Machine Jam"
31551;"3338ZP";238;"High";"Maintenance"
28777;"4904LA";21;"Low";"Maintenance"
50252;"5852EA";44;"Low";"Maintenance"
99809;"4023BE";69;"Medium";"Sensor Fault"
55219;"7764AO";212;"High";"Packaging Issue"
10368;"5240HY";98;"Medium";"Power Failure"
16450;"4440BW";17;"Low";"Material Shortage"
55060;"7077YJ";41;"Low";"Cleaning"
18917;"7328GV";27;"Low";"Sensor Fault"
26028;"4637LG";113;"High";"Material Shortage"
56475;"4055NS";36;"Medium";"Packaging Issue"
71427;"4985FQ";206;"High";"Machine Jam"
89198;"1034XU";9;"Low";"Packaging Issue"
24609;"3847SG";98;"Medium";"Machine Jam"
31590;"7807EZ";13;"Low";"Machine Jam"
46164;"3319WG";42;"Medium";"Maintenance"
32016;"6697JS";92;"Medium";"Packaging Issue"
49074;"6669AH";43;"Low";"Maintenance"
43011;"9236SX";152;"High";"Machine Jam"
44644;"8151BD";75;"Medium";"Machine Jam"
84350;"8087OS";111;"Medium";"Machine Jam"
63028;"3330AZ";224;"High";"Machine Jam"
63396;"4907VQ";96;"Medium";"Machine Jam"
93500;"8993VA";135;"High";"Packaging Issue"
18630;"1181PW";30;"Medium";"Machine Jam"
94915;"3104OZ";88;"Medium";"Sensor Fault"
93387;"9753KM";58;"Medium";"Machine Jam"
61636;"2678YB";10;"Low";"Packaging Issue"
37723;"4868AQ";58;"Medium";"Cleaning"
14560;"1514TW";20;"Low";"Machine Jam"
77178;"5138JM";37;"Low";"Maintenance"
71408;"2195SU";131;"High";"Packaging Issue"
94645;"4305HO";89;"Medium";"Material Shortage"
55600;"7571WF";154;"High";"Maintenance"
15622;"5243EH";96;"Medium";"Power Failure"
62452;"4089SX";165;"High";"Sensor Fault"
54883;"9754EZ";23;"Low";"Packaging Issue"
74625;"6321XI";36;"Low";"Machine Jam"
80345;"3003RQ";7;"Low";"Cleaning"
32923;"9234ZT";40;"Medium";"Power Failure"
17557;"5731DG";77;"Medium";"Machine Jam"
75108;"8925HD";58;"Medium";"Maintenance"
13883;"2472ZV";279;"High";"Maintenance"
57126;"7925UF";164;"High";"Cleaning"
42196;"3013EE";110;"Medium";"Packaging Issue"
40882;"3713ZM";38;"Low";"Material Shortage"
92938;"2404KI";23;"Low";"Machine Jam"
12400;"9945CO";8;"Low";"Material Shortage"
78401;"7851YG";21;"Low";"Machine Jam"
56209;"4843FP";33;"Low";"Maintenance"
