Batch_id,Production_date,Product_ID,Production_line,Shift,Planned_output_kg,Actual_output_kg,Waste_kg,Operation_minutes
6089JD,18/02/2025,10012,Line 1,DS,1959.9,1683.0,283.9,363
8731GU,21/09/2025,10007,Line 3,NS,1406.5,1392.4,19.9,460
7424VI,09/12/2025,10002,Line 1,DS,2037.6,1807.6,233.0,515
9253DN,22/04/2025,10005,Line 2,NS,1291.6,1162.5,138.6,447
4037ZL,08/11/2025,10020,,AS,1693.3,1676.4,35.3,330
9095TL,31/03/2025,10001,Line 1,NS,1970.3,1807.4,164.4,439
6705PT,28/08/2025,10015,Line 1,DS,1960.8,1816.5,150.9,423
6037FU,20/08/2025,10003,Line 1,DS,1878.9,1807.7,88.0,403
9253SS,18/10/2025,10001,Line 1,DS,1917.8,1744.8,183.3,351
5693CQ,21/07/2025,10012,Line 1,DS,1904.3,1834.1,73.3,496
4072ZK,16/04/2025,10012,Line 1,AS,2194.8,1880.8,328.2,395
5864BJ,10/06/2025,10014,Line 2,NS,2264.9,2146.9,126.1,283
1283XP,17/09/2025,10002,Line 1,NS,1812.3,1617.7,205.5,514
4174QP,03/11/2025,10019,Line 3,AS,1520.0,1441.2,92.3,472
2658AU,15/12/2025,10007,Line 3,AS,2066.4,2031.1,39.3,512
7064UV,23/12/2025,10017,Line 3,AS,1905.1,1677.0,230.0,344
9938DH,30/05/2025,10003,Line 1,DS,1593.7,1529.4,82.5,453
5928FX,29/10/2025,10002,Line 1,AS,2022.8,1847.6,179.8,442
7006XM,11/11/2025,10007,Line 3,AS,1848.6,1717.4,146.8,446
9229MI,09/06/2025,10001,Line 1,DS,2519.7,2251.5,278.1,279
4191ZT,27/05/2025,10010,Line 3,DS,1375.6,1288.5,91.0,383
5261UA,30/07/2025,10004,Line 2,AS,1949.3,1755.9,209.9,521
6571SG,19/10/2025,10005,Line 2,AS,1707.9,1663.9,55.0,436
6991MD,11/04/2025,10007,Line 3,AS,1363.3,1242.1,134.1,452
1796JY,05/03/2025,10004,Line 2,DS,1393.6,1379.7,30.0,437
9985RM,12/02/2025,10001,Line 1,AS,1878.8,1790.5,96.0,356
7171FU,02/05/2025,10011,Line 2,DS,1236.3,1124.1,125.0,400
9635ON,03/01/2025,10008,Line 2,DS,2502.3,2406.3,96.9,423
7212QK,19/06/2025,10004,Line 2,AS,1676.9,1605.8,82.5,462
1580OG,10/07/2025,10002,Line 1,AS,2070.1,1953.8,129.2,433
4525BB,02/07/2025,10003,Line 1,DS,2174.8,2027.7,154.2,382
9023HS,14/08/2025,10012,Line 1,NS,2193.9,2012.6,190.0,387
6605KC,12/10/2025,10006,Line 1,DS,1777.5,1600.9,187.4,492
4633RZ,07/09/2025,10005,Line 2,NS,2203.0,2025.3,190.0,396
3519GC,04/06/2025,10007,Line 3,NS,1960.3,1936.2,30.8,398
6711PL,31/07/2025,10002,Line 1,DS,1149.8,1138.3,28.2,370
9865UI,01/11/2025,10015,L1,DS,2401.7,2044.3,373.2,434
9004TK,25/06/2025,10010,Line 3,DS,1095.0,1015.7,87.2,446
2369VO,02/02/2025,10008,Line 2,NS,1583.8,1494.0,95.4,401
9582HU,23/11/2025,10012,Line 1,AS,2153.3,1929.4,237.9,401
4039GW,06/10/2025,10002,Line 1,NS,2189.7,2151.0,52.8,399
7407BH,11/04/2025,10002,Line 1,AS,1591.9,1452.1,147.4,427
6356CR,22/02/2025,10006,Line 1,AS,2124.5,2048.0,77.4,458
2125LC,29/12/2025,10007,Line 3,DS,1683.7,1577.4,120.5,434
1395PT,25/11/2025,10002,Line 1,DS,1543.9,1518.1,29.5,410
4674IP,22/09/2025,10011,Line 2,DS,1770.6,1588.0,193.5,453
8542WW,30/10/2025,10006,Line 1,AS,1578.5,1516.0,79.3,486
2510RM,15/05/2025,10005,Line 2,NS,1786.6,1641.0,152.0,478
8976MG,08/12/2025,10009,Line 1,DS,1831.2,1740.7,94.6,479
6679EC,30/09/2025,10020,Line 2,AS,2180.6,1959.2,226.1,369
8678JB,03/12/2025,10018,Line 1,DS,2243.5,2104.5,155.0,352
6709PV,22/04/2025,10001,Line 1,NS,1881.7,1845.4,37.6,398
9595VC,30/08/2025,10005,Line 2,AS,1682.3,1584.7,97.7,434
9111CG,03/11/2025,10012,Line 1,DS,1953.5,1875.5,92.2,493
8414KP,19/05/2025,10012,Line 1,DS,1529.7,1468.9,76.0,447
4434MM,11/03/2025,10018,Line 1,NS,2252.1,1964.4,303.4,426
4813AP,22/02/2025,10018,LINE 1,DS,2087.9,1911.4,194.3,361
3060BA,28/12/2025,10009,Line 1,DS,1450.3,1359.6,94.3,433
3395SC,30/08/2025,10001,Line 1,NS,1832.7,1723.4,110.8,398
8438XJ,19/09/2025,10012,Line 1,DS,2178.5,2156.7,39.9,371
4805LD,30/03/2025,10008,Line 2,NS,1453.0,1309.5,151.8,433
8862IM,13/07/2025,10010,Line 3,DS,1897.6,1859.8,40.1,371
5444PN,28/03/2025,10005,Line 2,DS,1994.4,1913.7,91.5,374
4499NB,13/06/2025,10003,Line 1,DS,2057.4,1933.6,136.1,276
5160IB,04/09/2025,10008,Line 2,DS,1895.8,1846.5,55.1,423
4263QF,12/07/2025,10008,Line 2,NS,2930.1,2861.3,77.9,385
7547HE,08/01/2025,10019,Line 3,DS,2052.4,1799.7,255.3,467
6654IP,11/07/2025,10005,Line 2,DS,1426.5,1325.1,108.0,397
4952BG,11/07/2025,10002,Line 1,DS,1649.1,1467.5,200.0,494
9439KA,07/07/2025,10005,Line 2,AS,2197.7,1998.3,206.1,349
4966CW,13/09/2025,10001,Line 1,AS,1401.8,1266.0,154.6,406
1332GI,25/09/2025,10012,Line 1,DS,1491.3,1357.0,141.4,543
3040ZX,18/08/2025,10012,Line 1,NS,1368.1,1237.7,149.4,456
1160DE,20/11/2025,10005,Line 2,NS,1834.5,1730.0,123.0,409
6874OA,20/05/2025,10007,Line 3,AS,1729.6,1641.8,96.3,452
1903GT,24/11/2025,10012,Line 1,DS,1711.9,1672.3,42.3,295
7130UY,26/10/2025,10019,Line 3,NS,1896.8,1786.4,110.5,409
9990KA,10/02/2025,10010,Line 3,DS,1955.7,1841.7,128.3,326
3612LB,20/09/2025,10009,Line 1,DS,1530.1,1514.8,34.7,418
8904MK,24/11/2025,10007,Line 3,NS,1585.8,1419.3,169.9,399
6412KF,20/10/2025,10005,Line 2,NS,2434.0,2080.4,370.0,337
9682TH,08/03/2025,10003,Line 1,AS,1159.4,1089.6,82.6,554
3787JO,11/11/2025,10008,Line 2,DS,2142.0,1929.2,219.2,492
5098BI,21/09/2025,10013,Line 3,DS,1617.9,1597.7,20.6,553
3439DH,24/03/2025,10020,Line 2,DS,1613.1,1500.1,128.4,478
4393JM,20/07/2025,10015,Line 1,DS,1661.3,1644.7,18.9,388
2956KC,27/08/2025,10010,Line 3,NS,1628.9,1487.7,151.9,404
4127DX,15/02/2025,10006,Line 1,NS,2152.3,2101.9,65.1,366
7017PX,07/12/2025,10019,Line 3,NS,1720.8,1676.7,58.3,464
5516VY,22/12/2025,10019,Line 3,AS,1541.4,1418.2,140.4,449
5212OY,04/11/2025,10010,Line 3,AS,1706.8,1669.5,55.9,365
4111SQ,13/08/2025,10017,Line 3,DS,2158.2,1900.4,258.1,453
8494TU,04/02/2025,10006,Line 1,DS,1143.6,1078.9,77.8,342
5420TH,12/07/2025,10016,Line 2,DS,1441.3,1343.8,111.1,478
1658OQ,08/02/2025,10020,Line 2,DS,1765.9,1648.4,119.2,411
5810FJ,19/01/2025,10006,Line 1,AS,1370.7,1160.7,223.0,438
5456OX,08/07/2025,10009,Line 1,DS,2406.2,2222.1,190.6,452
3319TX,28/02/2025,10007,Line 3,DS,2165.5,2052.6,129.3,442
6505OZ,11/03/2025,10008,Line 2,AS,2026.2,1832.3,199.7,467
5873JV,05/03/2025,10019,Line 3,AS,2333.5,2136.4,202.8,382
2208UR,11/04/2025,10002,Line 1,DS,2138.4,2110.6,32.5,450
8202BP,29/11/2025,10012,Line 1,DS,2105.6,1874.4,240.5,430
3218GP,15/05/2025,10017,Line 3,DS,1936.9,1778.8,159.2,392
4894HJ,15/12/2025,10015,Line 1,DS,1906.4,1887.3,35.2,400
3332ND,06/04/2025,10003,Line 1,DS,2018.8,1844.2,180.7,485
5368RI,30/03/2025,10007,Line 3,DS,1512.0,1411.8,114.3,446
4054HY,23/01/2025,10014,Line 2,AS,2022.7,1767.7,260.7,463
3142FH,11/11/2025,10001,Line 1,AS,1527.2,1381.6,145.9,404
2224XP,14/05/2025,10003,Line 1,NS,828.9,792.8,39.6,436
4824VB,16/04/2025,10001,Line 1,DS,1426.4,1361.4,69.6,565
8856EE,20/02/2025,10011,Line 2,DS,1843.8,1799.2,56.6,421
5352YG,25/04/2025,10004,Line 2,AS,2054.0,1908.9,146.1,426
3531SL,19/10/2025,10019,Line 3,AS,1325.5,1203.9,137.9,490
7447PH,07/02/2025,10015,Line 1,DS,1808.2,1655.4,154.2,468
7902CH,08/01/2025,10018,Line 1,AS,1638.4,1452.0,196.1,384
7162CE,01/01/2025,10007,Line 3,AS,1531.5,1474.5,71.2,337
8608RC,29/04/2025,10009,Line 1,DS,1858.3,1714.9,144.8,406
8275BU,15/10/2025,10004,Line 2,AS,1633.1,1549.0,102.6,330
4922BX,18/12/2025,10001,Line 1,DS,1996.2,1816.9,193.8,478
9918OQ,27/09/2025,10011,Line 2,DS,1975.0,1805.1,184.2,379
2344NH,27/04/2025,10002,Line 1,DS,1904.5,1768.8,149.2,355
2269NI,27/08/2025,10019,Line 3,AS,2274.8,2169.2,113.9,375
4991JT,27/05/2025,10010,Line 3,DS,1404.0,1275.0,139.3,415
5184OS,14/11/2025,10018,Line 1,AS,1785.7,1681.0,115.1,360
6708LE,22/11/2025,10003,Line 1,AS,2252.1,2038.1,220.2,430
8055ML,07/10/2025,10011,Line 2,NS,1994.3,1963.8,45.9,368
3580EU,10/09/2025,10006,Line 1,AS,2560.8,2535.2,33.7,447
1599MI,06/03/2025,10002,Line 1,AS,2042.7,2022.3,27.1,502
6716OT,04/08/2025,10012,Line 1,AS,1777.7,1633.9,151.4,460
9947IA,15/12/2025,10005,Line 2,DS,1671.3,1443.6,243.1,451
3017PL,31/03/2025,10012,Line 1,DS,1557.2,1516.1,48.8,426
1431SR,12/07/2025,10018,Line 1,NS,1829.0,1810.7,19.4,344
3670ZJ,19/03/2025,10012,Line 1,NS,2010.4,1843.9,184.2,385
3552NY,10/04/2025,10008,Line 2,AS,1895.2,1681.2,222.5,464
9572GR,23/12/2025,10010,Line 3,AS,1692.9,1603.0,98.3,483
7970KK,02/03/2025,10001,Line 1,DS,1254.8,1051.0,214.2,494
7944UY,12/08/2025,10015,Line 1,DS,1997.6,1642.6,372.6,424
2270WM,03/04/2025,10003,Line 1,AS,1683.5,1466.6,229.9,501
6336WV,04/07/2025,10016,Line 2,AS,1624.3,1459.9,183.6,407
6016BQ,20/12/2025,10008,Line 2,AS,2628.2,2574.7,61.1,462
6080HS,04/12/2025,10001,Line 1,AS,1051.9,980.4,86.5,417
1363NE,20/05/2025,10010,Line 3,AS,1357.4,1189.4,185.5,413
6471KM,30/01/2025,10005,Line 2,AS,2543.5,2353.4,191.6,356
5997QG,23/11/2025,10004,Line 2,NS,1454.7,1416.5,53.8,456
6325ZJ,09/01/2025,10007,Line 3,DS,2047.4,1956.6,105.9,332
1515JW,06/06/2025,10017,Line 3,DS,1993.6,1856.6,148.5,412
4690ZZ,13/11/2025,10010,Line 3,DS,1953.8,1857.2,103.8,400
6470PT,21/05/2025,10007,Line 3,DS,1920.1,1741.0,181.6,455
5522PA,04/04/2025,10006,Line 1,DS,1604.3,1539.2,67.1,496
6685TV,23/10/2025,10004,Line 2,AS,1530.1,1430.9,112.1,400
5149GF,20/10/2025,10005,Line 2,AS,1790.8,1625.7,165.8,521
3104RW,26/04/2025,10001,Line 1,DS,2001.2,1804.2,197.0,472
7336JT,01/02/2025,10010,Line 3,DS,1835.5,1817.1,27.6,431
6779PC,27/04/2025,10001,Line 1,AS,1338.3,1272.4,84.8,457
3717NA,30/10/2025,10006,Line 1,NS,1479.4,1409.8,84.5,417
2444OB,28/01/2025,10013,Line 3,NS,1799.8,1538.9,276.3,353
5672WN,11/06/2025,10016,Line 2,DS,2067.6,1984.0,99.5,410
3501KR,09/06/2025,10012,Line 1,DS,1917.1,1788.5,140.5,417
3429DC,30/06/2025,10008,Line 2,DS,1763.0,1635.0,130.5,385
4139SO,14/03/2025,10003,Line 1,DS,2944.8,2882.5,70.9,342
9256EI,15/11/2025,10001,Line 1,DS,1477.3,1441.4,48.1,416
8530FA,11/07/2025,10015,Line 1,DS,1546.1,1275.2,288.9,508
8163QX,09/12/2025,10002,Line 1,NS,1676.1,1519.9,175.7,471
4840OC,21/03/2025,10006,Line 1,NS,2156.1,2006.0,163.7,370
3729QA,14/03/2025,10017,Line 3,DS,1495.1,1434.7,61.5,498
7158EX,23/11/2025,10001,Line 1,DS,1051.5,968.3,102.4,398
1334RV,19/09/2025,10004,Line 2,NS,1568.7,1466.3,114.0,529
9674TF,02/12/2025,10002,Line 1,NS,2369.8,2298.9,73.5,380
7019BN,03/05/2025,10016,Line 2,AS,2828.4,2485.7,344.9,502
4241SM,25/01/2025,10018,Line 1,AS,2136.7,1859.8,279.0,444
5196LC,19/07/2025,10002,Line 1,NS,1690.7,1555.0,137.4,396
8897CP,09/07/2025,10020,Line 2,NS,2109.2,2012.3,116.2,387
7250AI,31/08/2025,10005,Line 2,DS,1506.4,1290.7,223.4,414
4094OB,31/05/2025,10008,Line 2,NS,1578.1,1503.2,90.0,444
6143FT,05/09/2025,10015,Line 1,DS,1330.1,1270.0,75.5,510
6788CJ,22/08/2025,10007,Line 3,NS,1602.0,1547.8,54.6,437
6576JW,17/11/2025,10013,Line 3,DS,1615.6,1480.6,149.8,476
4613RP,30/11/2025,10007,Line 3,DS,1868.3,1738.6,135.3,382
5493UT,24/01/2025,10001,Line 1,NS,1952.7,1889.2,70.7,451
7835NU,02/09/2025,10005,Line 2,DS,2076.0,1831.5,253.1,460
7750NR,26/02/2025,10020,Line 2,NS,1465.4,1382.0,89.5,430
3353DJ,28/01/2025,10003,Line 1,DS,1669.6,1609.2,76.1,445
4240SW,06/05/2025,10020,Line 2,AS,1629.0,1519.4,113.8,373
6299BU,19/07/2025,10012,Line 1,DS,1752.6,1596.0,175.0,449
7497ZO,09/05/2025,10009,Line 1,DS,2020.8,1761.1,265.1,406
5891PK,29/04/2025,10013,Line 3,AS,963.3,842.4,140.5,427
3470QA,22/01/2025,10002,Line 1,NS,1345.1,1292.5,67.6,349
4888LG,30/04/2025,10011,Line 2,AS,1715.3,1511.9,222.7,410
8135BR,19/03/2025,10011,Line 2,AS,2053.0,1950.2,106.4,466
5183BO,08/09/2025,10002,Line 1,AS,2209.4,2187.3,28.4,516
9228ZJ,05/11/2025,10014,Line 2,DS,1465.0,1381.1,102.6,355
8181XC,01/10/2025,10020,Line 2,DS,1614.0,1488.7,143.5,436
2729EZ,12/07/2025,10012,Line 1,AS,2322.9,2245.9,82.3,379
2901NW,26/02/2025,10010,Line 3,NS,1667.4,1598.6,77.7,439
6507ZZ,09/05/2025,10008,Line 2,DS,1981.8,1914.2,77.3,518
9426HI,22/03/2025,10005,Line 2,AS,1455.2,1423.1,44.8,465
4654OG,05/04/2025,10019,Line 3,AS,1335.0,1296.9,57.2,462
6969RE,04/10/2025,10006,Line 1,DS,1589.9,1574.0,22.7,293
7239EL,21/03/2025,10002,Line 1,AS,1054.6,1022.8,35.6,442
8973RR,17/02/2025,10003,Line 1,DS,1277.4,1042.8,237.9,369
2408II,16/01/2025,10001,Line 1,DS,1744.4,1582.7,174.0,367
5201PI,23/06/2025,10010,Line 3,NS,1450.5,1329.7,132.8,356
9232TZ,11/08/2025,10017,Line 3,AS,2234.6,2015.2,230.3,339
7936ZD,01/06/2025,10012,Line 1,AS,1662.3,1489.4,192.2,485
7715QQ,04/12/2025,10009,Line 1,DS,1524.2,1398.9,125.7,515
4242RR,20/07/2025,10020,Line 2,DS,1721.7,1691.2,46.9,364
4732CU,04/02/2025,10002,Line 1,AS,1692.8,1562.5,140.4,556
1283WU,16/05/2025,10020,Line 2,NS,1593.3,1370.8,230.1,408
4454SY,23/01/2025,10007,Line 3,AS,1370.3,1199.7,171.8,397
4167EG,17/10/2025,10015,Line 1,AS,1612.9,1596.8,20.2,343
8048JW,10/08/2025,10015,Line 1,DS,1471.2,1281.3,195.5,532
6968WK,28/03/2025,10010,Line 3,NS,1897.2,1833.8,64.4,418
1397RI,12/04/2025,10020,Line 2,NS,2537.3,2261.3,277.8,450
4157KL,13/03/2025,10016,Line 2,DS,2334.4,2106.2,233.2,500
5304TL,13/07/2025,10010,Line 3,NS,2309.8,2217.8,100.0,449
4123CG,14/04/2025,10005,Line 2,NS,1525.2,1306.1,225.5,536
1925ID,04/02/2025,10007,Line 3,AS,1878.1,1722.7,173.8,447
2906MD,22/04/2025,10011,Line 2,NS,1530.5,1474.2,69.7,474
1467PO,27/06/2025,10020,Line 2,NS,2515.1,2489.9,38.6,432
7241ZT,19/10/2025,10015,Line 1,NS,1819.7,1631.5,198.8,350
7671LK,26/03/2025,10009,Line 1,AS,1711.3,1662.7,60.9,485
7257ST,14/02/2025,10006,Line 1,DS,2256.5,2233.9,36.7,372
6321OO,24/11/2025,10016,Line 2,NS,2309.6,2039.1,280.9,394
5681YL,03/01/2025,10012,Line 1,AS,1617.5,1562.5,73.9,545
3626AL,03/04/2025,10018,Line 1,DS,1623.2,1470.4,154.6,347
9798FK,18/10/2025,10018,Line 1,DS,1577.5,1556.6,36.0,474
2995CE,12/10/2025,10018,Line 1,NS,1960.1,1906.0,68.8,457
8218CW,25/02/2025,10002,Line 1,DS,1450.8,1260.2,200.2,549
4204VF,23/05/2025,10016,Line 2,DS,1862.6,1718.7,155.3,426
8333UJ,15/11/2025,10002,Line 1,AS,1828.7,1741.0,97.5,505
9949BR,13/04/2025,10001,Line 1,AS,2070.2,1929.8,148.2,475
4202OL,26/01/2025,10002,Line 1,AS,2104.6,1985.9,136.4,353
5683YD,26/09/2025,10017,Line 3,AS,1688.2,1545.0,161.0,403
8559QR,01/02/2025,10002,Line 1,DS,1696.3,1498.6,203.1,416
5319FN,06/10/2025,10012,Line 1,DS,1501.9,1486.9,15.2,497
7373GY,22/05/2025,10019,Line 3,AS,1730.7,1506.6,231.3,479
7341JT,03/06/2025,10006,Line 1,NS,1822.1,1676.1,162.1,414
4318NA,22/08/2025,10002,Line 1,AS,1795.2,1743.2,60.1,469
5444QA,05/07/2025,10001,Line 1,DS,1469.7,1300.1,188.5,494
9172SB,14/08/2025,10004,Line 2,NS,1768.4,1671.9,100.0,426
4461UK,05/02/2025,10004,Line 2,DS,1398.1,1241.4,165.2,603
3012LF,28/06/2025,10011,Line 2,AS,1679.8,1660.8,26.1,475
5666KK,18/11/2025,10012,Line 1,NS,1475.8,1386.6,91.8,417
2163WZ,14/07/2025,10012,Line 1,NS,1703.1,1530.0,186.3,373
9509ED,17/02/2025,10010,Line 3,AS,1941.6,1871.4,89.8,353
4567ZE,18/04/2025,10020,Line 2,DS,1594.1,1400.0,196.1,380
2670LJ,11/06/2025,10004,Line 2,DS,1336.9,1248.6,101.8,495
1860GY,13/03/2025,10019,Line 3,AS,2508.2,2268.7,251.2,344
9444JY,17/07/2025,10019,Line 3,AS,2434.7,2215.1,239.0,468
3927OT,08/03/2025,10012,Line 1,NS,1725.0,1550.7,180.6,454
5243NF,05/02/2025,10004,Line 2,DS,1713.8,1567.4,160.9,484
1800LI,28/05/2025,10017,Line 3,AS,1779.5,1683.7,101.8,456
5284JP,10/07/2025,10002,Line 1,AS,2164.4,2003.3,162.5,402
9360SL,11/07/2025,10007,Line 3,DS,1809.7,1720.7,98.0,468
6365RU,09/09/2025,10015,Line 1,NS,2652.1,2464.9,204.3,328
8205BM,19/12/2025,10003,Line 1,DS,2023.2,1947.7,92.7,458
4966MP,08/01/2025,10003,Line 1,NS,1701.9,1533.0,176.6,382
8728LX,11/05/2025,10020,Line 2,DS,1905.9,1762.1,157.4,389
4930UB,08/11/2025,10009,Line 1,NS,1956.5,1852.7,122.8,458
4428QL,29/08/2025,10008,Line 2,NS,1629.9,1523.2,110.3,367
3578DE,30/04/2025,10001,Line 1,AS,1173.7,1157.2,30.4,342
3286BL,30/07/2025,10016,Line 2,DS,1682.3,1558.3,143.3,439
6412UA,27/10/2025,10007,Line 3,DS,2004.5,1826.6,182.3,426
1547JE,25/03/2025,10005,Line 2,DS,1300.3,1205.9,113.5,312
8046GD,01/08/2025,10005,Line 2,DS,2118.8,1879.2,258.7,437
9492TG,19/07/2025,10007,Line 3,AS,1639.6,1515.8,125.4,466
8133RK,13/12/2025,10010,Line 3,AS,1586.5,1331.4,273.3,442
2132BM,13/06/2025,10012,Line 1,AS,2171.3,2098.5,79.0,377
3493AG,10/02/2025,10003,Line 1,DS,1767.9,1725.8,55.8,437
7336GI,14/03/2025,10001,Line 1,AS,1706.8,1503.7,205.2,321
4894WZ,17/02/2025,10007,Line 3,AS,1584.7,1501.7,94.7,455
4319WY,20/05/2025,10010,Line 3,NS,1760.7,1631.5,145.6,458
9339CZ,16/03/2025,10012,Line 1,AS,2025.3,1841.7,193.5,419
5231FK,26/10/2025,10005,Line 2,DS,1874.0,1855.3,27.4,469
4410EP,30/05/2025,10001,Line 1,NS,1868.1,1758.7,120.2,472
9504MR,08/01/2025,10013,Line 3,AS,1661.1,1505.0,175.0,428
1830QJ,06/09/2025,10003,Line 1,DS,1718.3,1600.9,132.1,410
9149HH,25/06/2025,10010,Line 3,DS,1808.4,1657.2,167.9,407
9432CU,14/03/2025,10013,Line 3,DS,1086.5,1037.2,61.6,403
9658MB,14/03/2025,10007,Line 3,AS,2161.1,1910.6,254.5,604
1114KV,28/07/2025,10012,Line 1,DS,1960.4,1811.3,162.9,440
2204HG,20/03/2025,10009,Line 1,NS,1523.9,1398.4,140.6,506
4591LU,16/01/2025,10001,Line 1,NS,1632.7,1466.3,184.2,338
3132BC,01/03/2025,10001,Line 1,DS,1540.7,1349.5,194.0,499
2892DH,01/07/2025,10020,Line 2,DS,1898.5,1744.8,171.7,478
5079EV,07/05/2025,10005,Line 2,NS,1455.2,1203.5,260.0,376
5086NA,30/01/2025,10008,Line 2,AS,1911.9,1737.4,188.1,436
1195FM,17/03/2025,10001,Line 1,DS,1473.0,1458.3,31.0,398
8634HC,09/11/2025,10020,Line 2,NS,2168.4,2017.5,162.0,469
8970TF,15/01/2025,10012,Line 1,NS,1408.1,1287.0,136.2,431
8294PF,11/05/2025,10012,Line 1,AS,2118.3,1964.9,170.9,463
7771HG,13/06/2025,10003,Line 1,AS,1770.3,1752.6,27.4,411
7111ZY,20/07/2025,10008,Line 2,NS,2312.1,2278.0,38.0,469
4508DX,06/09/2025,10009,Line 1,DS,1623.0,1557.7,70.4,462
8351WD,06/09/2025,10020,Line 2,DS,1927.5,1812.4,129.4,473
6425ON,11/01/2025,10019,Line 3,AS,1992.6,1897.1,115.2,440
4378ND,16/01/2025,10008,Line 2,DS,1395.5,1381.5,25.2,424
8401BL,15/05/2025,10007,Line 3,DS,1869.0,1715.5,158.2,380
9436RG,16/07/2025,10004,Line 2,AS,2197.3,2162.9,40.2,396
3903QT,30/08/2025,10008,Line 2,AS,1711.8,1503.3,221.5,444
5303HX,02/08/2025,10002,Line 1,DS,1477.7,1261.4,224.2,418
9279XW,25/09/2025,10020,Line 2,DS,1718.5,1506.1,224.6,399
9213FX,14/08/2025,10020,Line 2,AS,1927.5,1783.5,158.5,401
2954LD,17/10/2025,10002,Line 1,AS,1299.2,1214.2,98.5,401
7730KU,08/11/2025,10020,Line 2,DS,1376.1,1236.4,140.6,493
5201WH,03/02/2025,10007,Line 3,DS,2237.4,2126.9,114.3,378
8174HB,01/01/2025,10004,Line 2,NS,1998.6,1804.7,204.0,368
4000IM,18/06/2025,10012,Line 1,AS,2111.3,2067.7,51.5,400
9741CU,11/04/2025,10002,Line 1,NS,2145.3,2021.2,126.7,498
8087OS,18/06/2025,10013,Line 3,AS,1084.0,1060.9,37.0,482
9374HR,24/12/2025,10007,Line 3,DS,1645.6,1601.1,64.4,379
1295RL,15/02/2025,10004,Line 2,NS,1314.9,1138.3,189.6,303
1979UH,25/03/2025,10012,Line 1,AS,1751.1,1586.8,169.1,449
7636OC,05/09/2025,10012,Line 1,DS,2030.6,1883.4,166.6,514
6292YE,22/09/2025,10018,Line 1,AS,1309.3,1169.4,143.4,469
7949HD,08/02/2025,10008,Line 2,DS,2059.4,1930.9,135.6,335
6142UI,05/09/2025,10002,Line 1,DS,2377.4,2262.9,125.6,391
2840KJ,05/03/2025,10007,Line 3,DS,1448.4,1387.9,74.5,451
3589SR,09/09/2025,10015,Line 1,DS,1868.8,1652.9,217.3,481
1174HE,05/01/2025,10003,Line 1,DS,1040.8,926.1,122.4,426
2125IG,02/02/2025,10001,Line 1,AS,1841.0,1646.1,197.0,424
6937ML,27/03/2025,10002,Line 1,AS,1573.4,1525.5,62.4,524
6983AI,04/07/2025,10006,Line 1,AS,1522.7,1399.5,128.8,498
8985YE,05/03/2025,10002,Line 1,DS,2000.7,1930.6,86.8,480
9810ID,17/04/2025,10013,Line 3,NS,1996.8,1879.8,125.4,392
9859CI,28/11/2025,10011,Line 2,DS,2185.0,2015.9,186.1,464
7051JU,12/12/2025,10005,Line 2,DS,1882.4,1748.2,135.5,325
6827XK,01/12/2025,10003,Line 1,NS,2603.2,2568.6,36.2,419
9751QW,15/10/2025,10013,Line 3,DS,1775.7,1672.6,118.2,344
2054AX,30/09/2025,10012,Line 1,NS,1864.8,1704.0,165.7,298
8200SC,17/09/2025,10007,Line 3,NS,1591.1,1472.0,125.6,459
9485XB,07/05/2025,10003,Line 1,AS,2339.8,2109.8,238.5,479
1371ZQ,22/04/2025,10002,Line 1,NS,1533.0,1391.5,161.3,387
4427HC,29/05/2025,10010,Line 3,DS,1225.7,1065.7,166.8,269
6663DB,27/04/2025,10002,Line 1,DS,1707.0,1485.6,234.6,500
9231PF,17/05/2025,10016,Line 2,DS,2089.5,1895.3,198.9,526
3427XZ,11/06/2025,10016,Line 2,DS,1588.3,1395.7,203.4,382
6043SC,09/06/2025,10015,Line 1,NS,1501.3,1357.5,144.2,526
2730RG,02/08/2025,10010,Line 3,AS,2135.2,2053.4,85.6,380
9922MG,15/11/2025,10007,Line 3,NS,1260.4,1074.3,191.3,420
4634ZY,21/11/2025,10006,Line 1,DS,1862.8,1844.2,31.4,435
7062ZP,07/04/2025,10020,Line 2,AS,2063.7,2043.1,28.2,414
7153NU,20/07/2025,10009,Line 1,NS,2113.4,1989.4,143.0,425
6522JI,30/06/2025,10003,Line 1,AS,1676.4,1610.0,79.6,401
9491AU,20/03/2025,10015,Line 1,DS,1916.6,1717.0,201.8,445
5705ZM,30/05/2025,10003,Line 1,NS,1552.9,1416.7,155.7,390
9586UM,22/04/2025,10009,Line 1,AS,2081.2,1818.9,267.9,465
1806UV,29/06/2025,10005,Line 2,NS,2445.6,2265.6,190.7,450
7513BB,22/04/2025,10004,Line 2,DS,1987.4,1888.8,107.1,402
7716VC,23/01/2025,10005,Line 2,AS,1758.2,1691.6,67.9,397
9036JG,09/07/2025,10003,Line 1,AS,1661.0,1557.1,120.3,349
1215HV,14/10/2025,10011,Line 2,AS,1830.5,1660.6,181.3,411
1702RM,21/05/2025,10005,Line 2,DS,1534.5,1354.9,193.8,444
3457AB,07/07/2025,10015,Line 1,AS,2038.7,1894.4,151.9,530
8600HV,27/05/2025,10020,Line 2,AS,1209.6,1150.7,69.5,465
2096LY,04/11/2025,10013,Line 3,NS,1538.6,1478.4,65.9,412
